代码,    名称,涨幅%,现价,涨跌,涨速%,DDE净量,总手,换手%,量比,买入信号,利好,利空,所属行业,现手,开盘,昨收,最高,最低,买价,卖价,市盈(动),市净率,买量,卖量,委比%,振幅%,金额,均笔额,笔数,手/笔,外盘,内盘,总市值,流通市值,贡献度
SH600714,金瑞矿业,-2.11,10.66,-0.23,0.19,--,14605108,--,1.48,0,无,无,煤炭开采,1900↑,10.78,10.89,11.18,10.53,10.65,10.66,--,--,4500,6800,-20.35,5.97,158314860,15620.61,10135,1441,6179245,8425863,--,--,--
SH600884,杉杉股份,-2.13,18.85,-0.41,-0.05,--,10725352,--,0.94,1,无,无,综合,3200↓,19.28,19.26,19.3,18.51,18.84,18.85,--,--,12211,19231,-22.33,4.1,201205980,23530.11,8551,1254,4500181,6225171,--,--,--
SH600210,紫江企业,-2.19,--,--,--,--,--,--,--,0,无,无,包装印刷,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600133,东湖高新,-2.2,--,--,--,--,--,--,--,0,无,无,综合,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002108,沧州明珠,-2.2,--,--,--,--,--,--,--,0,无,无,化工合成材料,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600686,金龙汽车,-2.21,--,--,--,--,--,--,--,0,无,无,汽车整车,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002240,威华股份,-2.21,--,--,--,--,--,--,--,0,无,无,家用轻工,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600303,曙光股份,-2.22,--,--,--,--,--,--,--,0,无,无,汽车整车,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000600,建投能源,-2.23,--,--,--,--,--,--,--,0,无,无,电力,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002616,长青集团,-2.24,--,--,--,--,--,--,--,0,无,无,白色家电,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600383,金地集团,-2.26,--,--,--,--,--,--,--,0,无,无,房地产开发,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000529,广弘控股,-2.28,--,--,--,--,--,--,--,0,无,无,综合,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000756,新华制药,-2.31,--,--,--,--,--,--,--,0,无,无,化学制药,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600085,同仁堂,-2.32,--,--,--,--,--,--,--,0,无,无,中药,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600812,华北制药,-2.33,--,--,--,--,--,--,--,0,无,无,化学制药,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600338,西藏珠峰,-2.33,--,--,--,--,--,--,--,0,无,无,有色冶炼加工,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300016,北陆药业,-2.33,--,--,--,--,--,--,--,0,无,无,化学制药,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600202,哈空调,-2.35,--,--,--,--,--,--,--,0,无,无,电气设备,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600855,航天长峰,-2.36,--,--,--,--,--,--,--,0,无,无,计算机设备,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH601933,永辉超市,-2.38,--,--,--,--,--,--,--,0,无,无,零售,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002690,美亚光电,-2.45,--,--,--,--,--,--,--,0,无,无,专用设备,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002330,得利斯,-2.53,--,--,--,--,--,--,--,0,无,无,食品加工制造,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000753,漳州发展,-2.54,--,--,--,--,--,--,--,0,无,无,零售,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600695,大江股份,-2.58,--,--,--,--,--,--,--,0,无,无,养殖业,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600237,铜峰电子,-2.61,--,--,--,--,--,--,--,0,无,无,半导体及元件,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002535,林州重机,-2.65,--,--,--,--,--,--,--,0,无,无,专用设备,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600406,国电南瑞,-2.65,--,--,--,--,--,--,--,0,无,无,电气设备,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002484,江海股份,-2.69,--,--,--,--,--,--,--,0,无,无,半导体及元件,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002519,银河电子,-2.7,--,--,--,--,--,--,--,0,无,无,视听器材,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600595,中孚实业,-2.71,--,--,--,--,--,--,--,0,无,无,有色冶炼加工,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300238,冠昊生物,-2.72,--,--,--,--,--,--,--,0,无,无,医疗器械服务,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600184,光电股份,-2.76,--,--,--,--,--,--,--,0,无,无,非汽车交运,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002111,威海广泰,-2.88,--,--,--,--,--,--,--,0,无,无,专用设备,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600734,实达集团,-3,--,--,--,--,--,--,--,0,无,无,房地产开发,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600773,西藏城投,-3.02,--,--,--,--,--,--,--,0,无,无,房地产开发,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002504,东光微电,-3.03,--,--,--,--,--,--,--,0,无,无,半导体及元件,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002418,康盛股份,-3.03,9.93,-0.31,--,--,11863402,--,--,0,无,无,白色家电,--,--,10.24,--,--,--,--,--,--,--,--,--,--,117766282,--,--,--,--,--,--,--,--
SH600513,联环药业,-3.04,--,--,--,--,--,--,--,0,无,无,化学制药,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600603,大洲兴业,-3.05,--,--,--,--,--,--,--,0,无,无,综合,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002157,正邦科技,-3.08,--,--,--,--,--,--,--,0,无,无,农产品加工,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002619,巨龙管业,-3.09,--,--,--,--,--,--,--,0,无,无,建筑材料,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600307,酒钢宏兴,-3.09,--,--,--,--,--,--,--,0,无,无,钢铁,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600580,卧龙电气,-3.1,--,--,--,--,--,--,--,0,无,无,电气设备,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600057,象屿股份,-3.13,--,--,--,--,--,--,--,0,无,无,物流,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600063,皖维高新,-3.13,--,--,--,--,--,--,--,0,无,无,化工合成材料,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002407,多氟多,-3.15,--,--,--,--,--,--,--,0,无,无,化学制品,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000990,诚志股份,-3.17,--,--,--,--,--,--,--,0,无,无,化学制品,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000762,西藏矿业,-3.24,14.62,-0.49,--,--,35038480,--,--,0,无,无,石油矿业开采,--,--,15.11,--,--,--,--,--,--,--,--,--,--,517360150,--,--,--,--,--,--,--,--
SH600071,凤凰光学,-3.32,16.3,-0.56,--,--,20713200,--,--,0,无,无,光学光电子,--,--,16.86,--,--,--,--,--,--,--,--,--,--,337203470,--,--,--,--,--,--,--,--
SZ000603,盛达矿业,-3.47,--,--,--,--,--,--,--,0,无,无,有色冶炼加工,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600135,乐凯胶片,-3.51,--,--,--,--,--,--,--,0,无,无,家用轻工,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002017,东信和平,-3.53,--,--,--,--,--,--,--,0,无,无,通信设备,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000790,华神集团,-3.71,--,--,--,--,--,--,--,0,无,无,中药,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000807,云铝股份,-3.73,5.16,-0.2,--,--,80114973,--,--,0,无,无,有色冶炼加工,--,--,5.36,--,--,--,--,--,--,--,--,--,--,413795960,--,--,--,--,--,--,--,--
SZ002246,北化股份,-3.74,--,--,--,--,--,--,--,0,无,无,化工新材料,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000559,万向钱潮,-3.81,--,--,--,--,--,--,--,0,无,无,汽车零部件,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000078,海王生物,-4.02,--,--,--,--,--,--,--,0,无,无,生物制品,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600618,氯碱化工,-4.19,--,--,--,--,--,--,--,0,无,无,基础化学,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300233,金城医药,-4.28,--,--,--,--,--,--,--,0,无,无,化学制药,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300158,振东制药,-4.29,--,--,--,--,--,--,--,0,无,无,中药,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600820,隧道股份,-4.31,--,--,--,--,--,--,--,0,无,无,建筑装饰,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH603009,北特科技,-4.96,--,--,--,--,--,--,--,0,无,无,汽车零部件,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002366,丹甫股份,-5.31,--,--,--,--,--,--,--,0,无,无,白色家电,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600753,东方银星,-6.2,--,--,--,--,--,--,--,0,无,无,房地产开发,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300381,溢多利,--,--,--,--,--,--,--,--,0,无,无,生物制品,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300379,东方通,--,--,--,--,--,--,--,--,0,无,无,计算机应用,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300369,绿盟科技,--,--,--,--,--,--,--,--,0,无,无,计算机应用,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300361,奥赛康,--,--,--,--,--,--,--,--,0,无,无,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300358,楚天科技,--,--,--,--,--,--,--,--,0,无,无,医疗器械服务,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300356,光一科技,--,--,--,--,--,--,--,--,0,无,无,电气设备,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300353,东土科技,--,--,--,--,--,--,--,--,0,无,无,通信设备,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300351,永贵电器,--,--,--,--,--,--,--,--,0,无,无,非汽车交运,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300350,华鹏飞,--,--,--,--,--,--,--,--,0,无,无,物流,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300348,长亮科技,--,--,--,--,--,--,--,--,0,无,无,计算机应用,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300341,麦迪电气,--,--,--,--,--,--,--,--,0,无,无,电气设备,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300319,麦捷科技,--,--,--,--,--,--,--,--,0,无,无,半导体及元件,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300318,博晖创新,--,--,--,--,--,--,--,--,0,无,无,医疗器械服务,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300317,珈伟股份,--,--,--,--,--,--,--,--,0,无,无,光学光电子,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300315,掌趣科技,--,--,--,--,--,--,--,--,0,无,无,传媒,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300311,任子行,--,--,--,--,--,--,--,--,0,无,无,计算机应用,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300299,富春通信,--,--,--,--,--,--,--,--,0,无,无,通信设备,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300297,蓝盾股份,--,--,--,--,--,--,--,--,0,无,无,计算机应用,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300287,飞利信,--,--,--,--,--,--,--,--,0,无,无,计算机应用,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300271,华宇软件,--,--,--,--,--,--,--,--,0,无,无,计算机应用,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300269,联建光电,--,--,--,--,--,--,--,--,0,无,无,光学光电子,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300268,万福生科,--,--,--,--,--,--,--,--,0,无,无,农产品加工,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300266,兴源过滤,--,--,--,--,--,--,--,--,0,无,无,通用机械,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300243,瑞丰高材,--,--,--,--,--,--,--,--,0,无,无,化学制品,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300242,明家科技,--,--,--,--,--,--,--,--,0,无,无,电气设备,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300224,正海磁材,--,--,--,--,--,--,--,--,0,无,无,新材料,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300222,科大智能,--,--,--,--,--,--,--,--,0,无,无,电气设备,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300201,海伦哲,--,--,--,--,--,--,--,--,0,无,无,专用设备,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300199,翰宇药业,--,--,--,--,--,--,--,--,0,无,无,化学制药,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300194,福安药业,--,--,--,--,--,--,--,--,0,无,无,化学制药,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300191,潜能恒信,--,--,--,--,--,--,--,--,0,无,无,采掘服务,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300187,永清环保,--,--,--,--,--,--,--,--,0,无,无,环保工程,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300173,松德股份,--,--,--,--,--,--,--,--,0,无,无,专用设备,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300161,华中数控,--,--,--,--,--,--,--,--,0,无,无,通用机械,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300157,恒泰艾普,--,--,--,--,--,--,--,--,0,无,无,采掘服务,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300137,先河环保,--,--,--,--,--,--,--,--,0,无,无,金属制品,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300133,华策影视,--,--,--,--,--,--,--,--,0,无,无,传媒,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300128,锦富新材,--,--,--,--,--,--,--,--,0,无,无,光学光电子,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300117,嘉寓股份,--,--,--,--,--,--,--,--,0,无,无,建筑材料,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300109,新开源,--,--,--,--,--,--,--,--,0,无,无,化学制品,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300104,乐视网,--,--,--,--,--,--,--,--,0,无,无,通信服务,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300089,长城集团,--,--,--,--,--,--,--,--,0,无,无,家用轻工,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300075,数字政通,--,--,--,--,--,--,--,--,0,无,无,计算机应用,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300066,三川股份,--,--,--,0,--,0,0,0,0,无,无,金属制品,----,--,13.03,--,--,--,--,--,--,0,0,--,--,0,--,0,--,--,--,--,--,--
SZ300041,回天新材,--,--,--,0,--,0,0,0,0,无,无,化学制品,----,--,15.04,--,--,--,--,--,--,0,0,--,--,0,--,0,--,--,--,--,--,--
SZ300040,九洲电气,--,--,--,0,--,0,0,0,0,无,无,电气设备,----,--,6.14,--,--,--,--,--,--,0,0,--,--,0,--,0,--,--,--,--,--,--
SZ300023,宝德股份,--,--,--,0,--,0,0,0,0,无,无,专用设备,----,--,18.46,--,--,--,--,--,--,0,0,--,--,0,--,0,--,--,--,--,--,--
SZ300013,新宁物流,--,--,--,0,--,0,0,0,0,无,无,物流,----,--,9.26,--,--,--,--,--,--,0,0,--,--,0,--,0,--,--,--,--,--,--
SZ300010,立思辰,--,--,--,0,--,0,0,0,0,无,无,计算机应用,----,--,22.77,--,--,--,--,--,--,0,0,--,--,0,--,0,--,--,--,--,--,--
SZ300002,神州泰岳,--,--,--,0,--,0,0,0,0,无,无,计算机应用,----,--,14.04,--,--,--,--,--,--,0,0,--,--,0,--,0,--,--,--,--,--,--
SZ002721,金一文化,--,--,--,0,--,0,0,0,0,无,无,家用轻工,----,--,23.13,--,--,--,--,--,--,0,0,--,--,0,--,0,--,--,--,--,--,--
SZ002720,宏良股份,--,--,--,--,--,--,--,--,0,无,无,--,----,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002719,麦趣尔,--,--,--,0,--,0,0,0,0,无,无,食品加工制造,----,--,30.7,--,--,--,--,--,--,0,0,--,--,0,--,0,--,--,--,--,--,--
SZ002710,慈铭体检,--,--,--,--,--,--,--,--,0,无,无,--,----,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002707,众信旅游,--,--,--,0,--,0,0,0,0,无,无,景点及旅游,----,--,90,--,--,--,--,--,--,0,0,--,--,0,--,0,--,--,--,--,--,--
SZ002681,奋达科技,--,--,--,0,--,0,0,0,0,无,无,白色家电,----,--,27.45,--,--,--,--,--,--,0,0,--,--,0,--,0,--,--,--,--,--,--
SZ002679,福建金森,--,--,--,0,--,0,0,0,0,无,无,种植业与林业,----,--,15.54,--,--,--,--,--,--,0,0,--,--,0,--,0,--,--,--,--,--,--
SZ002657,中科金财,--,--,--,0,--,0,0,0,0,无,无,计算机应用,----,--,28.55,--,--,--,--,--,--,0,0,--,--,0,--,0,--,--,--,--,--,--
SZ002654,万润科技,--,--,--,0,--,0,0,0,0,无,无,光学光电子,----,--,12.8,--,--,--,--,--,--,0,0,--,--,0,--,0,--,--,--,--,--,--
SZ002647,宏磊股份,--,--,--,0,--,0,0,0,0,无,无,金属制品,----,--,8.41,--,--,--,--,--,--,0,0,--,--,0,--,0,--,--,--,--,--,--
SZ002625,龙生股份,--,--,--,0,--,0,0,0,0,无,无,汽车零部件,----,--,8.17,--,--,--,--,--,--,0,0,--,--,0,--,0,--,--,--,--,--,--
SZ002624,金磊股份,--,--,--,0,--,0,0,0,0,无,无,建筑材料,----,--,8.05,--,--,--,--,--,--,0,0,--,--,0,--,0,--,--,--,--,--,--
SZ002622,永大集团,--,--,--,0,--,0,0,0,0,无,无,电气设备,----,--,13.78,--,--,--,--,--,--,0,0,--,--,0,--,0,--,--,--,--,--,--
SZ002608,舜天船舶,--,--,--,0,--,0,0,0,0,无,无,非汽车交运,----,--,10.35,--,--,--,--,--,--,0,0,--,--,0,--,0,--,--,--,--,--,--
SZ002596,海南瑞泽,--,--,--,0,--,0,0,0,0,无,无,建筑材料,----,--,9.12,--,--,--,--,--,--,0,0,--,--,0,--,0,--,--,--,--,--,--
SZ002581,万昌科技,--,--,--,0,--,0,0,0,0,无,无,化学制品,----,--,16.65,--,--,--,--,--,--,0,0,--,--,0,--,0,--,--,--,--,--,--
SZ002570,贝因美,--,--,--,0,--,0,0,0,0,有,无,食品加工制造,----,--,14.36,--,--,--,--,--,--,0,0,--,--,0,--,0,--,--,--,--,--,--
SZ002569,步森股份,--,--,--,0,--,0,0,0,0,无,无,服装家纺,----,--,11.33,--,--,--,--,--,--,0,0,--,--,0,--,0,--,--,--,--,--,--
SZ002568,百润股份,--,--,--,0,--,0,0,0,0,无,无,食品加工制造,----,--,18.08,--,--,--,--,--,--,0,0,--,--,0,--,0,--,--,--,--,--,--
SZ002564,张化机,--,--,--,0,--,0,0,0,0,无,无,专用设备,----,--,6.35,--,--,--,--,--,--,0,0,--,--,0,--,0,--,--,--,--,--,--
SZ002551,尚荣医疗,--,--,--,0,--,0,0,0,0,无,无,医疗器械服务,----,--,34.01,--,--,--,--,--,--,0,0,--,--,0,--,0,--,--,--,--,--,--
SZ002524,光正集团,--,--,--,0,--,0,0,0,0,无,无,建筑装饰,----,--,6.36,--,--,--,--,--,--,0,0,--,--,0,--,0,--,--,--,--,--,--
SZ002523,天桥起重,--,--,--,0,--,0,0,0,0,无,无,专用设备,----,--,6.33,--,--,--,--,--,--,0,0,--,--,0,--,0,--,--,--,--,--,--
SZ002517,泰亚股份,--,--,--,0,--,0,0,0,0,无,无,纺织制造,----,--,9.55,--,--,--,--,--,--,0,0,--,--,0,--,0,--,--,--,--,--,--
SZ002497,雅化集团,--,--,--,0,--,0,0,0,0,无,无,化学制品,----,--,10.97,--,--,--,--,--,--,0,0,--,--,0,--,0,--,--,--,--,--,--
SZ002477,雏鹰农牧,--,--,--,0,--,0,0,0,0,有,无,养殖业,----,--,10.65,--,--,--,--,--,--,0,0,--,--,0,--,0,--,--,--,--,--,--
SZ002466,天齐锂业,--,--,--,0,--,0,0,0,0,无,无,有色冶炼加工,----,--,43.16,--,--,--,--,--,--,0,0,--,--,0,--,0,--,--,--,--,--,--
SZ002438,江苏神通,--,--,--,0,--,0,0,0,0,无,无,通用机械,----,--,16.09,--,--,--,--,--,--,0,0,--,--,0,--,0,--,--,--,--,--,--
SZ002413,常发股份,--,--,--,--,--,--,--,--,0,无,无,白色家电,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002383,合众思壮,--,--,--,--,--,--,--,--,0,无,无,计算机设备,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002337,赛象科技,--,--,--,--,--,--,--,--,0,无,无,专用设备,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002328,新朋股份,--,--,--,--,--,--,--,--,0,无,无,汽车零部件,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002301,齐心文具,--,--,--,--,--,--,--,--,0,无,无,家用轻工,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002279,久其软件,--,--,--,--,--,--,--,--,0,无,无,计算机应用,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002252,上海莱士,--,--,--,--,--,--,--,--,0,无,无,生物制品,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002239,金 飞 达,--,--,--,--,--,--,--,--,0,无,无,服装家纺,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002219,恒康医疗,--,--,--,--,--,--,--,--,0,无,无,医疗器械服务,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002175,广陆数测,--,--,--,--,--,--,--,--,0,无,无,金属制品,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002151,北斗星通,--,--,--,--,--,--,--,--,0,无,无,非汽车交运,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002144,宏达高科,--,--,--,--,--,--,--,--,0,无,无,纺织制造,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002102,冠福家用,--,--,--,--,--,--,--,--,0,无,无,贸易,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002100,天康生物,--,--,--,--,--,--,--,--,0,无,无,农业服务,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002076,雪 莱 特,--,--,--,--,--,--,--,--,0,无,无,其他电子,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002074,东源电器,--,--,--,--,--,--,--,--,0,无,无,电气设备,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002070,众和股份,--,--,--,--,--,--,--,--,0,无,无,纺织制造,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002065,东华软件,--,--,--,--,--,--,--,--,0,无,无,计算机应用,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002059,云南旅游,--,--,--,--,--,--,--,--,0,无,无,景点及旅游,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
