代码,    名称,涨幅%,现价,涨跌,涨速%,DDE净量,总手,换手%,量比,买入信号,利好,利空,所属行业,现手,开盘,昨收,最高,最低,买价,卖价,市盈(动),市净率,买量,卖量,委比%,振幅%,金额,均笔额,笔数,手/笔,外盘,内盘,总市值,流通市值,贡献度
SZ002528,英飞拓,0.76,--,--,--,--,--,--,--,0,无,无,计算机设备,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600712,南宁百货,0.75,--,--,--,--,--,--,--,0,无,无,零售,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002322,理工监测,0.75,--,--,--,--,--,--,--,0,无,无,电气设备,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000421,南京中北,0.75,--,--,--,--,--,--,--,0,无,无,综合,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600455,博通股份,0.75,--,--,--,--,--,--,--,0,无,无,计算机应用,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600160,巨化股份,0.75,--,--,--,--,--,--,--,0,无,无,化学制品,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000519,江南红箭,0.74,--,--,--,--,--,--,--,0,无,无,通用机械,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300265,通光线缆,0.74,--,--,--,--,--,--,--,0,无,无,电气设备,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH601012,隆基股份,0.74,--,--,--,--,--,--,--,0,无,无,电气设备,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000573,粤宏远Ａ,0.74,--,--,--,--,--,--,--,0,无,无,房地产开发,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH601918,国投新集,0.74,--,--,--,--,--,--,--,0,无,无,煤炭开采,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002580,圣阳股份,0.74,--,--,--,--,--,--,--,0,无,无,电气设备,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000981,银亿股份,0.74,--,--,--,--,--,--,--,0,无,无,房地产开发,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000691,亚太实业,0.74,--,--,--,--,--,--,--,0,无,无,房地产开发,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600426,华鲁恒升,0.74,--,--,--,--,--,--,--,0,无,无,化学制品,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000652,泰达股份,0.74,--,--,--,--,--,--,--,0,无,无,综合,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600748,上实发展,0.74,--,--,--,--,--,--,--,0,无,无,房地产开发,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002312,三泰电子,0.73,--,--,--,--,--,--,--,0,无,无,计算机设备,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600648,外高桥,0.73,--,--,--,--,--,--,--,0,无,无,园区开发,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002585,双星新材,0.73,--,--,--,--,--,--,--,0,无,无,包装印刷,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600771,广誉远,0.73,--,--,--,--,--,--,--,0,无,无,化学制药,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002470,金正大,0.73,--,--,--,--,--,--,--,0,无,无,化学制品,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600469,风神股份,0.73,--,--,--,--,--,--,--,0,无,无,化工合成材料,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600486,扬农化工,0.72,--,--,--,--,--,--,--,0,无,无,化学制品,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002583,海能达,0.72,--,--,--,--,--,--,--,0,无,无,通信设备,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300249,依米康,0.72,--,--,--,--,--,--,--,0,无,无,白色家电,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600197,伊力特,0.71,9.87,0.07,0.1,-0.01,7561486,1.71,1.13,1,无,无,饮料制造,5000↓,9.8,9.8,9.9,9.73,9.87,9.88,--,--,15200,123672,-78.11,1.73,74296696,16939.51,4386,1724,4305951,3255535,--,--,--
SZ002599,盛通股份,0.71,14.15,0.1,0,0.13,1378517,1.57,0.96,1,无,无,包装印刷,34100↑,14.15,14.05,14.18,13.88,14.14,14.15,--,--,1900,10300,-68.85,2.14,19371913,12449.82,1556,886,675471,703046,--,--,--
SH600293,三峡新材,0.71,5.66,0.04,0.18,-0.09,8036410,2.33,0.91,1,无,无,建筑材料,15700↓,5.6,5.62,5.73,5.6,5.65,5.66,--,--,51800,12100,62.13,2.31,45405458,18316.04,2479,3242,3811160,4225250,--,--,--
SZ000679,大连友谊,0.71,5.69,0.04,0,0.16,5818385,1.63,1.24,3,无,无,零售,94795↓,5.64,5.65,5.72,5.63,5.69,5.7,--,--,13205,224669,-88.9,1.59,32963632,17798.94,1852,3142,3210670,2607715,--,--,--
SZ000533,万 家 乐,0.71,4.27,0.03,0,0.04,7555354,1.1,0.9,3,无,无,白色家电,154501↓,4.25,4.24,4.27,4.23,4.27,4.28,--,--,61599,556650,-80.07,0.943,32110056,13876.43,2314,3265,4310087,3245267,--,--,--
SH600180,瑞茂通,0.7,11.45,0.08,0.09,-0.18,4399450,1.7,0.63,2,无,无,物流,50000↑,11.4,11.37,11.49,11.35,11.44,11.45,--,--,22700,45150,-33.09,1.23,50184498,18143.35,2766,1591,1940023,2459427,--,--,--
SH600123,兰花科创,0.7,8.6,0.06,0,-0.2,44518572,3.9,1.35,0,无,无,煤炭开采,65000↑,8.54,8.54,8.88,8.48,8.59,8.6,--,--,5400,165100,-93.67,4.68,385765880,18664.89,20668,2154,20507318,24011254,--,--,--
SZ300190,维尔利,0.7,25.88,0.18,0,-0.35,1425635,2.24,1.1,0,无,无,环保工程,12500↑,25.85,25.7,26,25.11,25.86,25.88,--,--,17100,8160,35.39,3.46,36656548,20074.78,1826,781,640456,785179,--,--,--
SH601339,百隆东方,0.7,8.68,0.06,0.12,0.02,2154635,1.12,0.97,1,无,无,纺织制造,200↓,8.6,8.62,8.69,8.55,8.67,8.68,--,--,21303,12754,25.1,1.62,18570478,11491.63,1616,1333,1095097,1059538,--,--,--
SZ002046,轴研科技,0.7,8.69,0.06,0,0.14,7214043,2.59,0.91,1,无,无,通用机械,146400↑,8.59,8.63,8.75,8.55,8.68,8.69,--,--,17300,63250,-57.05,2.32,62350210,16253.97,3836,1881,3352484,3861559,--,--,--
SZ000626,如意集团,0.7,8.69,0.06,0,-0.06,2655698,1.31,0.85,3,无,无,贸易,40176↓,8.64,8.63,8.7,8.53,8.69,8.7,--,--,8024,48401,-71.56,1.97,22895621,16579.02,1381,1923,1310814,1344884,--,--,--
SH600976,武汉健民,0.7,26.07,0.18,0.46,0.39,3331935,2.17,1.33,0,无,无,中药,10500↑,25.53,25.89,26.72,25.51,26,26.08,--,--,500,3900,-77.27,4.67,87254724,33598.28,2597,1283,1578482,1753453,--,--,--
SZ000902,新洋丰,0.69,10.16,0.07,-0.1,-0.17,4954792,1.92,0.73,0,无,无,化学制品,66500↑,10.08,10.09,10.2,9.89,10.15,10.16,--,--,34991,49251,-16.93,3.07,49702728,14104.07,3524,1406,2471520,2483272,--,--,--
SH600172,黄河旋风,0.69,7.27,0.05,0,-0.13,17055580,3.43,0.63,0,无,无,通用机械,9000↑,7.23,7.22,7.38,7.15,7.26,7.27,--,--,94980,12900,76.08,3.19,124071838,14353.52,8644,1973,7651284,9404296,--,--,--
SZ002435,长江润发,0.69,8.78,0.06,0.11,-0.08,1981633,1.11,1.17,0,无,无,专用设备,81700↑,8.73,8.72,8.8,8.64,8.77,8.78,--,--,10500,34750,-53.59,1.83,17264526,20825.72,829,2390,1043995,937638,--,--,--
SZ002419,天虹商场,0.69,10.25,0.07,0,-0.01,1997161,0.25,0.65,0,无,无,零售,51800↑,10.21,10.18,10.32,10.16,10.24,10.25,--,--,19645,31250,-22.8,1.57,20394154,10655.25,1914,1043,822186,1174975,--,--,--
SH600824,益民集团,0.69,5.86,0.04,0.17,-0.04,9305729,1.06,1.07,2,无,无,零售,10000↓,5.81,5.82,5.87,5.78,5.86,5.87,--,--,19111,221580,-84.12,1.55,54239015,15235.68,3560,2614,5619849,3685880,--,--,--
SH601010,文峰股份,0.69,7.33,0.05,0,0.07,4706745,0.637,0.84,0,无,无,零售,1000↑,7.29,7.28,7.34,7.25,7.33,7.34,--,--,13251,60000,-63.82,1.24,34332840,15691.43,2188,2151,2387320,2319425,--,--,--
SH600269,赣粤高速,0.68,2.94,0.02,0,0.06,15307952,0.655,1.12,2,有,无,公路铁路运输,10000↑,2.93,2.92,2.95,2.91,2.93,2.94,--,--,537691,617327,-6.89,1.37,44837951,15371.26,2917,5248,8214800,7093152,--,--,--
SZ000928,*ST吉炭,0.68,8.83,0.06,0,-0.08,2145787,0.758,0.94,2,无,无,新材料,6200↑,8.78,8.77,8.95,8.74,8.82,8.83,--,--,500,79921,-98.76,2.39,18978555,18846.63,1007,2131,1041367,1104420,--,--,--
SH600563,法拉电子,0.68,36.79,0.25,-0.08,0.01,2304750,1.02,0.63,0,无,无,半导体及元件,100↑,36.54,36.54,37.21,35.91,36.72,36.73,--,--,1000,2400,-41.18,3.56,84376864,16926.15,4985,462,1057713,1247037,--,--,--
SZ300313,天山生物,0.68,19.16,0.13,0,-0.08,906731,2.19,0.94,1,无,无,养殖业,26400↓,19.08,19.03,19.19,18.68,19.16,19.17,--,--,5300,1582,54.02,2.68,17186429,15581.53,1103,822,416570,490161,--,--,--
SH603002,宏昌电子,0.68,7.38,0.05,0,0,5505218,2.9,0.67,2,无,无,化学制品,500↑,7.33,7.33,7.39,7.26,7.37,7.38,--,--,91990,4800,90.08,1.77,40352017,13495.66,2990,1841,2886889,2618329,--,--,--
SZ002222,福晶科技,0.68,8.88,0.06,0.11,-0.05,5163630,1.88,0.68,1,无,无,半导体及元件,76100↑,8.82,8.82,8.9,8.7,8.87,8.88,--,--,73400,19169,58.58,2.27,45446983,15063.63,3017,1712,2673428,2490202,--,--,--
SH600012,皖通高速,0.68,4.44,0.03,0.23,-0.01,4011809,0.344,1.08,1,无,无,公路铁路运输,1700↑,4.41,4.41,4.45,4.39,4.43,4.44,--,--,34300,93079,-46.14,1.36,17772730,5964,2980,1346,2481581,1530228,--,--,--
SH600345,长江通信,0.68,14.83,0.1,0.14,0,3572304,1.8,0.78,3,无,无,通信设备,3000↑,14.65,14.73,14.88,14.56,14.82,14.85,--,--,5200,5250,-0.48,2.17,52718729,21500.3,2452,1457,1701312,1870992,--,--,--
SZ002662,京威股份,0.68,8.94,0.06,0.22,0.15,4383238,2.92,0.81,1,无,无,汽车零部件,38700↑,8.87,8.88,9.02,8.83,8.93,8.94,--,--,11500,51680,-63.6,2.14,39096685,14922.4,2620,1673,1823167,2560071,--,--,--
SZ300120,经纬电材,0.67,7.46,0.05,0.13,0.04,2747394,1.83,0.75,2,无,无,电气设备,31800↑,7.4,7.41,7.49,7.36,7.45,7.46,--,--,31529,12513,43.18,1.75,20440149,14652.44,1395,1969,1390588,1356806,--,--,--
SZ000605,渤海股份,0.67,16.45,0.11,0,0.05,1182921,1.34,1.04,0,无,无,生物制品,13700↑,16.31,16.34,16.47,16.08,16.44,16.45,--,--,24349,38190,-22.13,2.39,19215420,18370.38,1046,1131,630196,552725,--,--,--
SZ002676,顺威股份,0.67,13.48,0.09,0.07,0.2,1554134,3.64,0.99,1,无,无,白色家电,13600↑,13.46,13.39,13.5,13.34,13.47,13.48,--,--,4400,10564,-41.19,1.19,20873443,16806.31,1242,1251,759599,794535,--,--,--
SZ000034,深信泰丰,0.67,6.02,0.04,0,-1.1,10199446,3,0.79,0,无,无,通信设备,182151↓,6.01,5.98,6.06,5.84,6.02,6.03,--,--,5649,120150,-91.02,3.68,60575574,14763.73,4103,2486,4904564,5294882,--,--,--
SZ002118,紫鑫药业,0.67,13.57,0.09,0,-0.08,4714346,0.92,1.13,2,无,无,中药,46402↓,13.48,13.48,13.61,13.18,13.57,13.58,--,--,34217,19300,27.87,3.19,63301537,17011.97,3721,1267,2236339,2478007,--,--,--
SH600078,澄星股份,0.67,6.04,0.04,0,-0.13,21536332,3.25,1.27,0,无,无,化学制品,1000↓,5.97,6,6.17,5.97,6.04,6.05,--,--,97749,138450,-17.23,3.33,130339715,17830.33,7310,2946,10296515,11239817,--,--,--
SZ300135,宝利沥青,0.66,7.58,0.05,0,0.08,7356173,2.92,0.79,3,无,无,基础化学,36400↑,7.45,7.53,7.64,7.4,7.57,7.58,--,--,17200,138364,-77.89,3.19,55506435,25287.67,2195,3351,3752805,3603368,--,--,--
SZ300057,万顺股份,0.66,10.62,0.07,0.09,-0.16,6508207,2.69,1.31,1,无,无,包装印刷,42400↓,10.57,10.55,10.72,10.45,10.62,10.63,--,--,13100,36600,-47.28,2.56,68862958,20111.85,3424,1901,2976905,3531302,--,--,--
SH603128,华贸物流,0.66,--,--,--,--,--,--,--,0,无,无,物流,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600738,兰州民百,0.66,--,--,--,--,--,--,--,0,无,无,零售,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600985,雷鸣科化,0.66,--,--,--,--,--,--,--,0,无,无,化学制品,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600731,湖南海利,0.66,--,--,--,--,--,--,--,0,无,无,化学制品,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600285,羚锐制药,0.66,--,--,--,--,--,--,--,0,无,无,中药,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002174,游族网络,0.65,--,--,--,--,--,--,--,0,无,无,传媒,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000413,东旭光电,0.65,--,--,--,--,--,--,--,0,无,无,光学光电子,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300106,西部牧业,0.65,--,--,--,--,--,--,--,0,无,无,养殖业,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000859,国风塑业,0.65,--,--,--,--,--,--,--,0,无,无,化工合成材料,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600021,上海电力,0.65,--,--,--,--,--,--,--,0,无,无,电力,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600497,驰宏锌锗,0.65,--,--,--,--,--,--,--,0,无,无,有色冶炼加工,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600502,安徽水利,0.64,--,--,--,--,--,--,--,0,无,无,建筑装饰,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600377,宁沪高速,0.64,--,--,--,--,--,--,--,0,无,无,公路铁路运输,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH601116,三江购物,0.64,--,--,--,--,--,--,--,0,无,无,零售,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH603328,依顿电子,0.64,--,--,--,--,--,--,--,0,无,无,半导体及元件,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000913,钱江摩托,0.63,--,--,--,--,--,--,--,0,无,无,非汽车交运,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000514,渝 开 发,0.63,--,--,--,--,--,--,--,0,无,无,房地产开发,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000911,南宁糖业,0.63,--,--,--,--,--,--,--,0,无,无,农产品加工,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002014,永新股份,0.63,--,--,--,--,--,--,--,0,无,无,包装印刷,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000534,万泽股份,0.63,--,--,--,--,--,--,--,0,无,无,房地产开发,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600023,浙能电力,0.63,--,--,--,--,--,--,--,0,无,无,电力,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600400,红豆股份,0.62,--,--,--,--,--,--,--,0,无,无,服装家纺,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH601965,中国汽研,0.62,--,--,--,--,--,--,--,0,无,无,交运设备服务,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002089,新 海 宜,0.62,--,--,--,--,--,--,--,0,无,无,通信设备,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600765,中航重机,0.62,--,--,--,--,--,--,--,0,无,无,通用机械,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002271,东方雨虹,0.62,--,--,--,--,--,--,--,0,无,无,建筑材料,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002082,栋梁新材,0.62,--,--,--,--,--,--,--,0,无,无,建筑材料,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000599,青岛双星,0.61,--,--,--,--,--,--,--,0,无,无,化工合成材料,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600665,天地源,0.61,--,--,--,--,--,--,--,0,无,无,房地产开发,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600360,华微电子,0.61,--,--,--,--,--,--,--,0,无,无,半导体及元件,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600677,航天通信,0.61,--,--,--,--,--,--,--,0,无,无,非汽车交运,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002126,银轮股份,0.61,--,--,--,--,--,--,--,0,无,无,汽车零部件,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600821,津劝业,0.61,--,--,--,--,--,--,--,0,无,无,零售,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000429,粤高速Ａ,0.61,--,--,--,--,--,--,--,0,无,无,公路铁路运输,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002388,新亚制程,0.6,--,--,--,--,--,--,--,0,无,无,其他电子,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002176,江特电机,0.6,--,--,--,--,--,--,--,0,无,无,电气设备,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002563,森马服饰,0.6,--,--,--,--,--,--,--,0,无,无,服装家纺,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600997,开滦股份,0.6,--,--,--,--,--,--,--,0,无,无,煤炭开采,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300196,长海股份,0.59,--,--,--,--,--,--,--,0,无,无,化工新材料,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002514,宝馨科技,0.59,--,--,--,--,--,--,--,0,无,无,通用机械,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH603005,晶方科技,0.59,--,--,--,--,--,--,--,0,无,无,半导体及元件,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ300045,华力创通,0.59,--,--,--,--,--,--,--,0,无,无,计算机设备,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH601567,三星电气,0.59,--,--,--,--,--,--,--,0,无,无,电气设备,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600782,新钢股份,0.59,--,--,--,--,--,--,--,0,无,无,钢铁,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002309,中利科技,0.59,--,--,--,--,--,--,--,0,无,无,电气设备,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002697,红旗连锁,0.58,--,--,--,--,--,--,--,0,无,无,零售,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600373,中文传媒,0.58,--,--,--,--,--,--,--,0,无,无,传媒,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH601158,重庆水务,0.58,--,--,--,--,--,--,--,0,无,无,燃气水务,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002324,普利特,0.58,--,--,--,--,--,--,--,0,无,无,化工合成材料,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000937,冀中能源,0.57,--,--,--,--,--,--,--,0,无,无,煤炭开采,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000712,锦龙股份,0.57,--,--,--,--,--,--,--,0,无,无,燃气水务,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH603077,和邦股份,0.57,--,--,--,--,--,--,--,0,无,无,基础化学,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600138,中青旅,0.57,--,--,--,--,--,--,--,0,无,无,景点及旅游,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH601139,深圳燃气,0.57,--,--,--,--,--,--,--,0,无,无,燃气水务,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002699,美盛文化,0.57,--,--,--,--,--,--,--,0,无,无,服装家纺,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000880,潍柴重机,0.56,--,--,--,--,--,--,--,0,无,无,通用机械,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600336,澳柯玛,0.56,--,--,--,--,--,--,--,0,无,无,白色家电,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000419,通程控股,0.56,--,--,--,--,--,--,--,0,无,无,零售,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002545,东方铁塔,0.56,--,--,--,--,--,--,--,0,无,无,电气设备,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600814,杭州解百,0.56,--,--,--,--,--,--,--,0,无,无,零售,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600662,强生控股,0.56,--,--,--,--,--,--,--,0,无,无,公交,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000637,茂化实华,0.56,--,--,--,--,--,--,--,0,无,无,基础化学,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002694,顾地科技,0.55,--,--,--,--,--,--,--,0,无,无,建筑材料,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000722,湖南发展,0.55,--,--,--,--,--,--,--,0,无,无,电力,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SH600322,天房发展,0.55,--,--,--,--,--,--,--,0,无,无,房地产开发,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000868,安凯客车,0.55,--,--,--,--,--,--,--,0,无,无,汽车整车,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000695,滨海能源,0.55,--,--,--,--,--,--,--,0,无,无,电力,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000726,鲁  泰Ａ,0.55,--,--,--,--,--,--,--,0,无,无,纺织制造,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000717,韶钢松山,0.55,--,--,--,--,--,--,--,0,无,无,钢铁,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ002264,新 华 都,0.54,--,--,--,--,--,--,--,0,无,无,零售,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
SZ000806,银河投资,0.54,5.54,0.03,0,0.18,16410029,2.35,0.67,1,无,无,电气设备,361700↑,5.51,5.51,5.56,5.32,5.53,5.54,--,--,115800,32239,56.45,4.36,89538149,23864.11,3752,4374,10940398,5469631,--,--,--
SH600189,吉林森工,0.54,7.4,0.04,0,-0.12,5548259,1.79,0.68,4,无,无,种植业与林业,700↑,7.38,7.36,7.44,7.3,7.39,7.4,--,--,24500,124801,-67.18,1.9,41009539,17318.22,2368,2343,2798258,2750001,--,--,--
SH600756,浪潮软件,0.54,25.97,0.14,0.15,0.26,34754659,12.47,0.68,0,无,无,计算机应用,3100--,25.38,25.83,26.51,25.03,25.95,25.96,--,--,2400,28300,-84.36,5.73,897088900,26183.97,34261,1014,17547962,17206697,--,--,--
SZ002084,海鸥卫浴,0.54,5.57,0.03,-0.18,0.07,4065412,1,0.78,0,无,无,家用轻工,41500↑,5.55,5.54,5.6,5.48,5.56,5.57,--,--,68500,29000,40.51,2.17,22520932,14005.55,1608,2528,2200424,1864988,--,--,--
SZ000430,张家界,0.54,7.48,0.04,0.13,-0.22,3375458,2.02,0.99,2,无,无,景点及旅游,9200↑,7.47,7.44,7.52,7.43,7.47,7.48,--,--,41000,29010,17.13,1.21,25213289,15689.66,1607,2100,1633490,1741968,--,--,--
SZ002049,同方国芯,0.54,24.32,0.13,0.04,0.2,4198367,1.97,0.84,2,无,无,半导体及元件,78999↓,24.14,24.19,24.36,23.85,24.32,24.33,--,--,25501,900,93.18,2.11,101463167,22114.9,4588,915,2333237,1865130,--,--,--
SZ002520,日发精机,0.54,18.71,0.1,0,0.01,2199839,2.22,0.7,4,无,无,通用机械,66100↑,18.56,18.61,18.86,18.37,18.7,18.71,--,--,5400,20650,-58.54,2.63,41017970,13890.27,2953,745,1044140,1155699,--,--,--
SH600477,杭萧钢构,0.54,5.63,0.03,0.36,0.08,9414295,2.03,0.66,0,有,无,建筑装饰,2000↑,5.59,5.6,5.64,5.53,5.62,5.63,--,--,84374,9680,79.42,1.96,52708875,14097.05,3739,2518,4504903,4909392,--,--,--
